City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
259,Saint-Augustin,CA,2021-11-01 03:31:31,51.226,-58.6502,43.43,78,100,7.05,overcast clouds
260,Davidson,US,2021-11-01 03:31:59,36.1501,-86.7833,54.45,83,20,7.0,few clouds
261,Petrovskoye,RU,2021-11-01 03:35:29,57.0104,39.2693,37.9,89,8,8.48,clear sky
262,Kavieng,PG,2021-11-01 03:33:54,-2.5744,150.7967,85.48,69,65,14.14,broken clouds
263,Nianzishan,CN,2021-11-01 03:35:29,47.5167,122.8833,43.14,20,1,4.85,clear sky
264,Nioro,GM,2021-11-01 03:35:29,13.35,-15.75,75.25,56,51,4.79,broken clouds
265,Ginir,ET,2021-11-01 03:35:30,7.1333,40.7,57.49,82,86,4.79,light rain
266,Karratha,AU,2021-11-01 03:35:30,-20.7377,116.8463,80.13,49,6,14.58,clear sky
267,Broome,US,2021-11-01 03:35:30,42.2506,-75.833,51.84,78,90,3.0,overcast clouds
268,Bani,DO,2021-11-01 03:35:31,18.2833,-70.3333,75.27,77,4,5.75,clear sky
269,Chumikan,RU,2021-11-01 03:35:31,54.7183,135.315,34.16,41,54,20.42,broken clouds
270,Kumano,JP,2021-11-01 03:35:31,34.3442,132.5894,68.9,54,100,1.5,overcast clouds
271,Itarema,BR,2021-11-01 03:35:32,-2.9248,-39.9167,80.51,75,46,13.71,scattered clouds
272,Vardo,NO,2021-11-01 03:31:43,70.3705,31.1107,36.88,76,98,17.31,overcast clouds
273,Dudinka,RU,2021-11-01 03:35:32,69.4058,86.1778,-11.6,100,96,5.46,overcast clouds
274,Aksu,CN,2021-11-01 03:35:32,41.1231,80.2644,50.68,25,0,3.04,clear sky
275,Mbeya,TZ,2021-11-01 03:35:33,-8.9,33.45,61.54,72,18,3.51,few clouds
276,Georgetown,MY,2021-11-01 03:35:33,5.4112,100.3354,85.98,74,20,3.0,few clouds
277,Port Elizabeth,ZA,2021-11-01 03:36:33,-33.918,25.5701,63.1,94,20,20.71,few clouds
278,Bam,IR,2021-11-01 03:36:34,29.106,58.357,69.06,28,0,11.25,clear sky
279,Kumylzhenskaya,RU,2021-11-01 03:36:34,49.8809,42.5898,37.99,84,0,4.29,clear sky
280,Pisco,PE,2021-11-01 03:36:34,-13.7,-76.2167,62.65,88,0,9.22,clear sky
281,Diamantino,BR,2021-11-01 03:35:44,-14.4086,-56.4461,73.29,89,99,1.19,heavy intensity rain
282,Chara,RU,2021-11-01 03:36:35,56.9064,118.2631,27.05,59,17,1.68,few clouds
283,Verkhnevilyuysk,RU,2021-11-01 03:36:35,63.4453,120.3167,21.2,74,100,6.24,overcast clouds
284,Hazorasp,UZ,2021-11-01 03:36:35,41.3194,61.0742,31.84,40,0,7.49,clear sky
285,Luderitz,NA,2021-11-01 03:35:07,-26.6481,15.1594,61.41,68,100,7.16,overcast clouds
286,Mujiayingzi,CN,2021-11-01 03:36:36,42.1167,118.7833,44.49,53,9,1.19,clear sky
287,Saint-Joseph,RE,2021-11-01 03:36:36,-21.3667,55.6167,75.47,77,33,7.18,scattered clouds
288,Sangar,RU,2021-11-01 03:36:36,63.9242,127.4739,8.31,92,97,6.08,overcast clouds
289,Plettenberg Bay,ZA,2021-11-01 03:35:14,-34.0527,23.3716,62.04,86,89,11.52,overcast clouds
290,Mafinga,TZ,2021-11-01 03:36:37,-7.25,35.0667,70.86,73,96,2.55,overcast clouds
291,Prince Rupert,CA,2021-11-01 03:36:37,54.3161,-130.3201,53.29,50,7,16.11,clear sky
292,Nikolskoye,RU,2021-11-01 03:36:38,59.7035,30.7861,48.02,93,97,5.57,overcast clouds
293,Gotsu,JP,2021-11-01 03:36:38,35.0,132.2167,69.94,52,100,7.25,overcast clouds
294,Zavitinsk,RU,2021-11-01 03:36:38,50.1167,129.45,38.48,23,42,5.7,scattered clouds
295,Manacapuru,BR,2021-11-01 03:36:38,-3.2997,-60.6206,79.38,90,86,2.28,overcast clouds
296,Port Washington,US,2021-11-01 03:36:39,40.8257,-73.6982,58.8,74,8,5.99,clear sky
297,Marystown,CA,2021-11-01 03:36:39,47.1666,-55.1483,47.86,100,100,1.01,overcast clouds
298,Chengde,CN,2021-11-01 03:36:39,40.9725,117.9361,50.86,43,0,2.55,clear sky
299,Amapa,BR,2021-11-01 03:36:40,1.0,-52.0,71.38,99,100,1.88,overcast clouds
300,Campbell River,CA,2021-11-01 03:36:40,50.0163,-125.2446,36.93,92,1,3.44,clear sky
301,Airai,TL,2021-11-01 03:36:40,-8.9266,125.4092,78.55,42,75,2.35,broken clouds
302,Coromoro,CO,2021-11-01 03:36:41,6.2946,-73.0402,60.87,96,100,3.31,overcast clouds
303,Ellensburg,US,2021-11-01 03:36:41,46.9965,-120.5479,42.44,58,40,1.01,scattered clouds
304,Filingue,NE,2021-11-01 03:36:41,14.3521,3.3168,82.45,17,100,6.42,overcast clouds
305,Atagay,RU,2021-11-01 03:36:42,55.1033,99.3875,41.47,48,100,10.38,overcast clouds
306,Inhambane,MZ,2021-11-01 03:36:42,-23.865,35.3833,70.32,81,0,2.71,clear sky
307,Maceio,BR,2021-11-01 03:32:38,-9.6658,-35.7353,76.44,94,40,4.61,scattered clouds
308,Motygino,RU,2021-11-01 03:36:42,58.1831,94.7592,27.0,77,100,14.63,overcast clouds
309,Terney,RU,2021-11-01 03:36:43,45.0503,136.6092,45.72,79,100,6.33,overcast clouds
310,Baisha,CN,2021-11-01 03:36:43,26.5222,110.9311,59.67,96,100,2.91,overcast clouds
311,Sorkjosen,NO,2021-11-01 03:36:43,69.8,20.9333,38.52,88,100,12.28,overcast clouds
312,Ornskoldsvik,SE,2021-11-01 03:36:44,63.2909,18.7153,40.82,100,67,3.44,broken clouds
313,Padang,ID,2021-11-01 03:36:44,-0.9492,100.3543,84.25,72,100,3.62,moderate rain
314,Mackay,AU,2021-11-01 03:36:44,-21.15,149.2,79.05,83,90,21.85,overcast clouds
315,Nanning,CN,2021-11-01 03:36:44,22.8167,108.3167,66.65,86,100,3.71,overcast clouds
316,Clyde,US,2021-11-01 03:36:45,41.3042,-82.9752,50.56,76,84,12.24,broken clouds
317,Racine,US,2021-11-01 03:36:45,42.7495,-88.0751,40.68,70,4,1.01,clear sky
318,Thinadhoo,MV,2021-11-01 03:36:46,0.5333,72.9333,82.92,75,91,20.58,overcast clouds
319,Husavik,IS,2021-11-01 03:32:42,66.0449,-17.3389,33.71,99,100,19.13,light rain
320,Lorengau,PG,2021-11-01 03:36:46,-2.0226,147.2712,83.05,79,100,10.87,overcast clouds
321,Panyutyne,UA,2021-11-01 03:37:46,48.9333,36.2833,38.66,93,0,7.96,clear sky
322,Nchelenge,ZM,2021-11-01 03:37:47,-9.3451,28.734,72.52,78,100,5.77,overcast clouds
323,Maryville,US,2021-11-01 03:37:47,35.7565,-83.9705,52.48,90,40,1.01,scattered clouds
324,Bathsheba,BB,2021-11-01 03:36:36,13.2167,-59.5167,77.61,88,75,5.75,broken clouds
325,Caravelas,BR,2021-11-01 03:37:47,-17.7125,-39.2481,73.85,84,49,7.07,scattered clouds
326,Bomi,SL,2021-11-01 03:37:48,7.2461,-11.5258,71.01,97,94,2.86,overcast clouds
327,Aklavik,CA,2021-11-01 03:37:48,68.2191,-135.0107,32.83,90,100,6.62,overcast clouds
328,Manica,FR,2021-11-01 03:37:49,49.0,-1.1667,47.61,89,98,13.76,overcast clouds
329,Bahar,IR,2021-11-01 03:37:49,34.9072,48.4414,55.98,51,97,1.92,overcast clouds
330,Tambopata,PE,2021-11-01 03:37:49,-12.7333,-69.1833,74.44,82,68,2.17,broken clouds
331,Katobu,ID,2021-11-01 03:37:50,-4.9408,122.5276,91.44,51,17,0.72,few clouds
332,Ler,SS,2021-11-01 03:37:50,8.3018,30.1418,74.53,70,98,2.66,overcast clouds
333,Lohja,FI,2021-11-01 03:37:50,60.2486,24.0653,47.57,100,80,4.63,broken clouds
334,Cadillac,US,2021-11-01 03:33:20,44.2519,-85.4012,44.35,60,90,3.44,overcast clouds
335,Jega,NG,2021-11-01 03:37:51,12.2175,4.3792,74.7,27,3,6.17,clear sky
336,Ugoofaaru,MV,2021-11-01 03:37:51,5.6667,73.0,81.86,76,93,15.5,light rain
337,Lasa,IT,2021-11-01 03:37:51,46.6166,10.7002,48.94,98,97,3.62,overcast clouds
338,Mahanoro,MG,2021-11-01 03:37:52,-19.9,48.8,75.13,82,33,7.23,scattered clouds
339,Chapais,CA,2021-11-01 03:37:52,49.7834,-74.8492,40.78,97,100,8.08,overcast clouds
340,Paso De Patria,AR,2021-11-01 03:37:52,-27.2454,-58.5454,77.11,66,72,6.96,light rain
341,Kanashevo,RU,2021-11-01 03:37:53,55.2169,62.0634,45.16,84,100,12.03,overcast clouds
342,Powell,US,2021-11-01 03:33:00,40.1578,-83.0752,53.69,78,90,1.01,overcast clouds
343,Sola,VU,2021-11-01 03:37:53,-13.8833,167.55,86.67,79,75,5.75,broken clouds
344,Shagonar,RU,2021-11-01 03:37:53,51.5333,92.8,40.35,35,100,12.66,overcast clouds
345,Alghero,IT,2021-11-01 03:37:54,40.5589,8.3181,68.09,94,0,6.91,clear sky
346,Turkistan,KZ,2021-11-01 03:37:54,43.0,68.0,47.35,52,7,3.67,clear sky
347,Saint-Leu,RE,2021-11-01 03:37:54,-21.15,55.2833,75.96,80,4,1.45,clear sky
348,Kimbe,PG,2021-11-01 03:37:55,-5.5502,150.1429,84.29,76,100,2.21,moderate rain
349,Henties Bay,NA,2021-11-01 03:37:55,-22.116,14.2845,58.86,93,0,9.4,clear sky
350,Santona,ES,2021-11-01 03:37:55,43.4439,-3.4576,58.91,82,100,15.1,overcast clouds
351,La Argentina,CO,2021-11-01 03:37:56,2.1961,-75.98,60.78,97,100,3.09,overcast clouds
352,Ayan,RU,2021-11-01 03:37:56,56.45,138.1667,28.8,35,77,3.8,broken clouds
353,Maniitsoq,GL,2021-11-01 03:37:56,65.4167,-52.9,35.64,99,99,11.95,moderate rain
354,Acapulco,MX,2021-11-01 03:37:57,16.8634,-99.8901,78.62,94,20,3.44,few clouds
355,Vanavara,RU,2021-11-01 03:37:57,60.34,102.2797,26.98,91,100,5.68,light snow
356,Beyneu,KZ,2021-11-01 03:37:57,45.3167,55.2,47.68,52,0,7.0,clear sky
357,Hami,CN,2021-11-01 03:37:58,42.8,93.45,53.49,40,100,4.56,overcast clouds
358,Naerbo,NO,2021-11-01 03:37:58,58.6667,5.65,52.02,91,30,20.78,scattered clouds
359,Tombouctou,ML,2021-11-01 03:37:58,20.0,-3.0,76.01,23,1,11.14,clear sky
360,Bokoro,TD,2021-11-01 03:37:59,12.3807,17.0568,79.97,23,100,8.57,overcast clouds
361,Parasia,IN,2021-11-01 03:37:59,22.2,78.7667,71.74,35,6,5.77,clear sky
362,Cabo San Lucas,MX,2021-11-01 03:37:59,22.8909,-109.9124,78.51,79,12,4.0,few clouds
363,Amuntai,ID,2021-11-01 03:38:00,-2.4177,115.2494,88.03,61,93,2.75,overcast clouds
364,Sedro-Woolley,US,2021-11-01 03:38:00,48.5039,-122.2361,49.17,76,1,0.0,clear sky
365,Moratuwa,LK,2021-11-01 03:38:00,6.773,79.8816,78.82,80,100,11.99,overcast clouds
366,Marawi,PH,2021-11-01 03:38:01,7.9986,124.2928,75.65,72,80,7.38,broken clouds
367,Chuy,UY,2021-11-01 03:39:01,-33.6971,-53.4616,63.07,98,94,6.2,overcast clouds
368,Hirara,JP,2021-11-01 03:39:01,24.8,125.2833,82.26,65,20,10.36,few clouds
369,Muroto,JP,2021-11-01 03:39:02,33.2833,134.15,73.44,63,63,3.4,broken clouds
370,Asau,RO,2021-11-01 03:39:02,46.4333,26.4,40.95,86,0,4.27,clear sky
371,Suffolk,US,2021-11-01 03:39:03,40.8668,-72.7996,59.07,87,1,4.61,clear sky
372,Boende,CD,2021-11-01 03:39:03,-0.2167,20.8667,68.92,96,100,1.19,overcast clouds
373,Changji,CN,2021-11-01 03:39:03,44.0167,87.3167,43.59,75,0,0.0,clear sky
374,Ulaanbaatar,MN,2021-11-01 03:36:23,47.9077,106.8832,35.73,48,75,15.66,broken clouds
375,Wrzesnia,PL,2021-11-01 03:39:04,52.3251,17.5652,48.06,62,28,12.37,scattered clouds
376,Faanui,PF,2021-11-01 03:39:04,-16.4833,-151.75,79.16,73,79,17.31,broken clouds
377,Rudiskes,LT,2021-11-01 03:39:04,54.5167,24.8333,41.09,72,0,9.86,clear sky
378,Norwalk,US,2021-11-01 03:39:05,33.9022,-118.0817,65.03,82,1,0.0,clear sky
379,Teknaf,BD,2021-11-01 03:39:05,20.8624,92.3058,83.68,67,66,3.0,broken clouds
380,Kloulklubed,PW,2021-11-01 03:39:05,7.0419,134.2556,86.5,69,95,6.82,overcast clouds
381,Marsaxlokk,MT,2021-11-01 03:39:06,35.8419,14.5431,66.07,100,75,9.22,broken clouds
382,Nevel,RU,2021-11-01 03:39:06,56.0209,29.9284,38.34,80,4,5.7,clear sky
383,Tokmak,UA,2021-11-01 03:39:06,47.2514,35.7058,42.39,94,7,6.96,clear sky
384,Korla,CN,2021-11-01 03:39:07,41.7597,86.1469,53.1,22,12,4.7,few clouds
385,Balaipungut,ID,2021-11-01 03:39:07,1.05,101.2833,81.01,61,100,3.0,overcast clouds
386,Umm Kaddadah,SD,2021-11-01 03:39:07,13.6017,26.6876,79.75,21,42,12.28,scattered clouds
387,Emerald,AU,2021-11-01 03:39:07,-23.5333,148.1667,84.34,48,75,13.8,broken clouds
388,Arman,RU,2021-11-01 03:39:08,59.7,150.1667,16.75,42,0,4.23,clear sky
389,Marivan,IR,2021-11-01 03:39:08,35.5219,46.176,59.86,50,99,4.21,overcast clouds
390,Nemuro,JP,2021-11-01 03:39:08,43.3236,145.575,48.63,77,43,16.58,scattered clouds
391,Labuhan,ID,2021-11-01 03:39:09,-6.8844,112.2051,83.53,71,100,7.4,overcast clouds
392,Ust-Kuyga,RU,2021-11-01 03:39:09,70.0167,135.6,2.62,84,100,5.86,overcast clouds
393,Pafos,CY,2021-11-01 03:39:09,34.7667,32.4167,73.31,52,0,4.61,clear sky
394,Talcahuano,CL,2021-11-01 03:39:10,-36.7167,-73.1167,53.28,87,90,5.75,overcast clouds
395,Orangeburg,US,2021-11-01 03:39:10,33.4918,-80.8557,55.17,89,0,5.84,clear sky
396,Kletskaya,RU,2021-11-01 03:39:10,49.3145,43.0584,39.94,87,1,6.44,clear sky
397,Mayo,US,2021-11-01 03:39:10,38.8876,-76.5119,58.12,86,1,1.01,clear sky
398,Ternate,ID,2021-11-01 03:39:11,0.8,127.4,83.8,71,99,2.93,overcast clouds
399,Araguari,BR,2021-11-01 03:39:11,-18.6472,-48.1872,62.89,96,100,3.09,overcast clouds
400,Barreirinhas,BR,2021-11-01 03:39:11,-2.7469,-42.8264,77.13,90,97,7.47,overcast clouds
401,Bairiki,KI,2021-11-01 03:39:12,1.3292,172.9752,86.0,66,75,8.05,broken clouds
402,Verkhnyaya Toyma,RU,2021-11-01 03:39:12,62.2349,44.9985,37.99,99,100,2.86,light rain
403,Faro,PT,2021-11-01 03:39:12,37.0194,-7.9322,69.58,100,75,14.97,broken clouds
404,Malinovoye Ozero,RU,2021-11-01 03:39:13,51.6753,79.7825,32.38,70,100,12.37,overcast clouds
405,Puerto Escondido,MX,2021-11-01 03:39:13,15.85,-97.0667,79.63,61,40,8.05,scattered clouds
406,Cumpas,MX,2021-11-01 03:39:13,29.9833,-109.7833,62.89,44,0,1.86,clear sky
407,Manono,CD,2021-11-01 03:39:13,-7.3,27.4167,68.16,96,96,1.86,overcast clouds
408,Sotouboua,TG,2021-11-01 03:39:14,8.5667,0.9833,71.64,80,13,0.6,few clouds
409,Qiqihar,CN,2021-11-01 03:39:14,47.3408,123.9672,42.49,18,3,4.72,clear sky
410,Flinders,AU,2021-11-01 03:39:14,-34.5833,150.8552,76.8,62,100,5.99,overcast clouds
411,Menongue,AO,2021-11-01 03:39:15,-14.6585,17.691,61.47,86,51,5.66,broken clouds
412,Northam,GB,2021-11-01 03:39:15,51.0333,-4.2167,52.66,70,58,21.83,broken clouds
413,Ateli,IN,2021-11-01 03:39:15,28.1,76.2833,76.93,33,0,7.38,clear sky
414,Teluk Nibung,ID,2021-11-01 03:39:16,3.001,99.8164,85.78,64,100,2.66,light rain
415,Parrita,CR,2021-11-01 03:39:16,9.5201,-84.3225,81.99,91,100,1.86,overcast clouds
416,Matagami,CA,2021-11-01 03:36:42,49.7502,-77.6328,39.31,100,90,9.22,overcast clouds
417,Saraland,US,2021-11-01 03:40:16,30.8207,-88.0706,56.05,78,0,3.83,clear sky
418,Altona,DE,2021-11-01 03:40:17,53.55,9.9333,56.14,87,40,9.22,scattered clouds
419,Port Hardy,CA,2021-11-01 03:40:17,50.6996,-127.4199,51.8,65,1,4.61,clear sky
420,Pangnirtung,CA,2021-11-01 03:40:17,66.1451,-65.7125,23.88,95,100,3.49,overcast clouds
421,Auki,SB,2021-11-01 03:40:18,-8.7676,160.7034,80.62,83,100,5.12,overcast clouds
422,Khasan,RU,2021-11-01 03:40:18,42.4308,130.6434,45.9,79,100,12.37,moderate rain
423,Ruston,US,2021-11-01 03:36:06,32.5232,-92.6379,52.7,87,1,0.0,clear sky
424,Makasar,ID,2021-11-01 03:40:18,-5.14,119.4221,89.65,62,20,3.44,few clouds
425,West Bay,KY,2021-11-01 03:40:19,19.3667,-81.4167,82.47,69,40,3.0,scattered clouds
426,Issenye,TZ,2021-11-01 03:40:19,-2.0,34.3333,66.29,65,100,3.78,overcast clouds
427,Lac Du Bonnet,CA,2021-11-01 03:40:19,50.2536,-96.0612,33.51,96,100,8.75,snow
428,Charagua,BO,2021-11-01 03:40:20,-19.8,-63.2167,74.73,66,87,1.19,overcast clouds
429,Vilhena,BR,2021-11-01 03:40:11,-12.7406,-60.1458,68.58,90,100,3.04,overcast clouds
430,Kamenka,RU,2021-11-01 03:37:58,51.3223,42.7678,38.34,68,0,5.26,clear sky
431,Hot Springs,US,2021-11-01 03:40:20,34.5037,-93.0552,57.9,87,1,0.0,clear sky
432,Kermanshah,IR,2021-11-01 03:40:20,34.3142,47.065,60.51,47,97,2.17,overcast clouds
433,Naze,JP,2021-11-01 03:39:57,28.3667,129.4833,70.72,76,24,13.42,few clouds
434,Mahebourg,MU,2021-11-01 03:40:21,-20.4081,57.7,77.25,88,40,3.44,scattered clouds
435,Oranjemund,NA,2021-11-01 03:40:21,-28.55,16.4333,60.84,75,100,12.15,light rain
436,Sinjar,IQ,2021-11-01 03:40:21,36.3209,41.8754,64.04,68,90,9.95,overcast clouds
437,Bahir Dar,ET,2021-11-01 03:40:22,11.5936,37.3908,57.16,72,14,4.92,few clouds
438,Killybegs,IE,2021-11-01 03:40:22,54.6333,-8.45,44.46,76,100,26.15,moderate rain
439,Pekan Nenas,MY,2021-11-01 03:40:22,1.51,103.5141,87.78,83,100,5.44,overcast clouds
440,Hualmay,PE,2021-11-01 03:40:23,-11.0964,-77.6139,64.0,82,13,6.87,few clouds
441,Taltal,CL,2021-11-01 03:37:53,-25.4,-70.4833,59.94,84,33,1.23,scattered clouds
442,Agen,FR,2021-11-01 03:40:23,44.2,0.6333,59.5,94,0,5.75,clear sky
443,Corsicana,US,2021-11-01 03:40:07,32.0954,-96.4689,65.77,61,1,5.75,clear sky
444,Udachnyy,RU,2021-11-01 03:40:24,66.4167,112.4,6.42,84,38,16.02,scattered clouds
445,Golden,US,2021-11-01 03:40:24,39.7555,-105.2211,48.47,78,90,5.75,overcast clouds
446,Watertown,US,2021-11-01 03:37:22,42.3709,-71.1828,57.34,86,1,1.01,clear sky
447,Srednekolymsk,RU,2021-11-01 03:40:24,67.45,153.6833,-6.93,96,44,3.74,scattered clouds
448,Gedo,ET,2021-11-01 03:40:25,9.0167,37.45,47.97,84,13,3.89,few clouds
449,Vila Franca Do Campo,PT,2021-11-01 03:40:25,37.7167,-25.4333,73.2,95,100,6.17,overcast clouds
450,Haines Junction,CA,2021-11-01 03:40:05,60.7522,-137.5108,26.55,74,100,1.14,overcast clouds
451,Manggar,ID,2021-11-01 03:40:25,-2.8833,108.2667,81.03,79,100,6.15,overcast clouds
452,Irupi,BR,2021-11-01 03:40:26,-20.3453,-41.6411,63.73,98,100,2.77,overcast clouds
453,Hokitika,NZ,2021-11-01 03:40:26,-42.7167,170.9667,56.88,69,78,9.93,broken clouds
454,Sirsilla,IN,2021-11-01 03:40:26,18.3833,78.8333,77.18,49,80,5.17,broken clouds
455,Port Hedland,AU,2021-11-01 03:40:27,-20.3167,118.5667,82.45,57,40,9.22,scattered clouds
456,Hithadhoo,MV,2021-11-01 03:40:27,-0.6,73.0833,82.45,74,97,20.0,overcast clouds
457,Baruun-Urt,MN,2021-11-01 03:40:27,46.6806,113.2792,38.05,34,11,15.88,few clouds
458,San Carlos De Bariloche,AR,2021-11-01 03:40:28,-41.1456,-71.3082,51.55,40,40,4.61,scattered clouds
459,Rendsburg,DE,2021-11-01 03:40:28,54.3,9.6667,54.34,67,100,5.01,overcast clouds
460,Cabimas,VE,2021-11-01 03:40:28,10.3883,-71.4399,78.89,83,99,8.84,overcast clouds
461,Sayyan,YE,2021-11-01 03:40:29,15.1718,44.3244,50.34,52,4,5.68,clear sky
462,Vieste,IT,2021-11-01 03:40:29,41.8825,16.175,55.9,80,100,13.31,overcast clouds
463,Berlevag,NO,2021-11-01 03:40:29,70.8578,29.0864,34.21,81,90,16.37,overcast clouds
464,Tyret Pervaya,RU,2021-11-01 03:40:30,53.6703,102.3106,35.29,85,100,9.75,light rain
465,Ushtobe,KZ,2021-11-01 03:41:30,45.2514,77.9838,48.02,40,98,16.17,overcast clouds
466,Ndele,CF,2021-11-01 03:41:30,8.4109,20.6473,70.75,72,83,2.77,broken clouds
467,Lagoa,PT,2021-11-01 03:41:31,39.05,-27.9833,68.23,92,100,10.16,overcast clouds
468,Sosua,DO,2021-11-01 03:41:31,19.7667,-70.5167,78.78,100,20,0.0,few clouds
469,Te Anau,NZ,2021-11-01 03:41:31,-45.4167,167.7167,51.04,83,99,6.42,overcast clouds
470,Punto Fijo,VE,2021-11-01 03:41:31,11.6956,-70.1996,80.19,75,99,18.61,overcast clouds
471,Nargana,PA,2021-11-01 03:41:32,9.4428,-78.5906,78.35,86,100,9.31,overcast clouds
472,Ilulissat,GL,2021-11-01 03:38:58,69.2167,-51.1,32.02,86,90,14.97,light snow
473,Leshukonskoye,RU,2021-11-01 03:41:32,64.8989,45.7622,19.98,93,94,6.29,overcast clouds
474,Cristobal Obregon,MX,2021-11-01 03:41:32,16.35,-93.5333,70.86,99,83,2.64,broken clouds
475,Ekhabi,RU,2021-11-01 03:41:33,53.5102,142.9671,31.96,57,36,11.1,scattered clouds
476,Tual,ID,2021-11-01 03:41:33,-5.6667,132.75,84.06,71,90,6.89,overcast clouds
477,Chipinge,ZW,2021-11-01 03:41:33,-20.1883,32.6236,63.36,76,13,2.42,few clouds
478,Arlit,NE,2021-11-01 03:41:34,18.7369,7.3853,78.87,22,31,7.4,scattered clouds
479,Takoradi,GH,2021-11-01 03:36:37,4.8845,-1.7554,77.18,88,100,10.38,overcast clouds
480,Yumen,CN,2021-11-01 03:37:16,40.2833,97.2,49.32,23,100,15.61,overcast clouds
481,Afua,BR,2021-11-01 03:41:34,-0.1567,-50.3867,76.28,93,84,5.21,broken clouds
482,Kumphawapi,TH,2021-11-01 03:41:34,17.1087,103.0149,87.69,69,83,6.55,broken clouds
483,Santa Fe,AR,2021-11-01 03:39:14,-31.6333,-60.7,74.75,78,69,3.0,broken clouds
484,Monte Alegre,BR,2021-11-01 03:41:35,-2.0078,-54.0692,78.22,77,81,3.15,broken clouds
485,Milagres,BR,2021-11-01 03:41:35,-7.3133,-38.9456,83.17,51,89,3.04,overcast clouds
486,Vestmannaeyjar,IS,2021-11-01 03:41:35,63.4427,-20.2734,37.67,69,15,27.09,few clouds
487,Codrington,AU,2021-11-01 03:41:36,-38.2667,141.9667,63.1,68,0,12.15,clear sky
488,Anadyr,RU,2021-11-01 03:41:36,64.75,177.4833,-7.1,77,76,13.42,broken clouds
489,Moindou,NC,2021-11-01 03:41:36,-21.6924,165.677,75.15,70,51,19.15,broken clouds
490,Goirle,NL,2021-11-01 03:41:37,51.5167,5.05,50.22,86,21,5.01,few clouds
491,Boden,SE,2021-11-01 03:41:37,65.8252,21.6886,35.6,100,100,3.91,overcast clouds
492,Kawalu,ID,2021-11-01 03:41:37,-7.3817,108.2082,83.53,74,99,2.91,overcast clouds
493,Shchelkun,RU,2021-11-01 03:41:37,56.3034,60.9483,42.37,85,100,10.22,overcast clouds
494,Cockburn Town,TC,2021-11-01 03:40:44,21.4612,-71.1419,81.88,68,97,9.26,overcast clouds
495,Tura,IN,2021-11-01 03:41:38,25.5198,90.2201,75.18,51,0,0.85,clear sky
496,Margate,GB,2021-11-01 03:41:38,51.3813,1.3862,51.66,74,84,3.0,broken clouds
497,Kanigoro,ID,2021-11-01 03:41:38,-8.13,112.219,77.67,86,100,3.0,overcast clouds
498,Khazar,RU,2021-11-01 03:41:39,41.9974,48.3332,55.8,86,84,8.77,broken clouds
499,Salta,AR,2021-11-01 03:39:15,-24.7859,-65.4117,70.39,76,75,1.99,broken clouds
500,Ketchikan,US,2021-11-01 03:41:39,55.3422,-131.6461,36.07,87,1,0.0,clear sky
501,Teluknaga,ID,2021-11-01 03:41:39,-6.0989,106.6381,92.17,79,40,5.75,moderate rain
502,Paso De Carrasco,UY,2021-11-01 03:41:40,-34.8603,-56.0522,62.74,94,90,11.5,light intensity drizzle
503,Grants Pass,US,2021-11-01 03:40:08,42.439,-123.3284,58.44,91,1,1.01,clear sky
504,Omihachiman,JP,2021-11-01 03:41:40,35.1286,136.0976,71.58,70,100,0.63,overcast clouds
505,Muisne,EC,2021-11-01 03:41:40,0.6,-80.0333,75.88,79,89,4.23,overcast clouds
506,Suhindol,BG,2021-11-01 03:41:41,43.1917,25.1811,43.27,89,16,1.72,few clouds
507,Boralday,KZ,2021-11-01 03:41:41,43.3578,76.8594,42.66,65,75,4.47,broken clouds
508,Montbrison,FR,2021-11-01 03:41:41,45.6667,4.0833,52.14,88,100,4.03,light rain
509,Mecca,SA,2021-11-01 03:40:05,21.4267,39.8261,79.39,55,1,1.1,clear sky
510,Zharkent,KZ,2021-11-01 03:37:32,44.1628,80.0,46.89,60,100,2.91,overcast clouds
511,Sao Miguel Do Tapuio,BR,2021-11-01 03:41:42,-5.5036,-41.3233,78.12,56,78,4.0,broken clouds
512,Yerofey Pavlovich,RU,2021-11-01 03:41:42,53.9667,121.9667,32.61,38,97,3.11,overcast clouds
513,Volchikha,RU,2021-11-01 03:41:42,52.0333,80.3833,30.02,75,100,12.1,overcast clouds
514,Pangody,RU,2021-11-01 03:42:43,65.85,74.4859,-2.96,99,67,5.35,broken clouds
515,Goma,CD,2021-11-01 03:42:43,-1.6792,29.2228,63.32,86,100,2.62,overcast clouds
516,Bilibino,RU,2021-11-01 03:42:43,68.0546,166.4372,-24.09,100,99,1.79,overcast clouds
517,Harbour Breton,CA,2021-11-01 03:42:44,47.4833,-55.7983,48.0,86,100,18.23,overcast clouds
518,Alugan,PH,2021-11-01 03:42:44,12.2188,125.4808,82.53,79,54,13.2,broken clouds
519,Soyo,AO,2021-11-01 03:42:44,-6.1349,12.3689,77.05,84,100,10.51,overcast clouds
520,Puerto Madryn,AR,2021-11-01 03:40:50,-42.7692,-65.0385,48.96,79,100,13.56,overcast clouds
521,Tarnos,FR,2021-11-01 03:42:45,43.5417,-1.4628,58.14,100,75,5.75,light rain
522,Pandan,PH,2021-11-01 03:42:45,14.0453,124.1694,84.15,69,51,11.9,broken clouds
